heatingHomeDwellingType,heatingHomeNoOfBedrooms,heatingHomeFuel,heatingHomeAge,heatingType,heatingKgCO2Year,units,heatingSource,default
Detached House,4,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),12297,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Pre 1930,Boiler (average - 5-10yrs old),9992,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Pre 1930,Boiler (new - less than 5 yrs old),9404,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Pre 1930,Room Heaters,14851,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Pre 1930,Boiler (Condensing),8882,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Pre 1930,Warm Air,11419,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Boiler (old - 12 - 15yrs old),6167,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Boiler (average - 5-10yrs old),5011,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Boiler (new - less than 5 yrs old),4716,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Room Heaters,7606,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Boiler (Condensing),4454,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Oil,Post 1995,Warm Air,5727,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),8988,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,1930 - 1995,Boiler (average - 5-10yrs old),7490,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),6741,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,1930 - 1995,Boiler (Condensing),6128,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),11561,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Pre 1930,Boiler (average - 5-10yrs old),9634,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Pre 1930,Boiler (new - less than 5 yrs old),8670,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Pre 1930,Boiler (Condensing),7882,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Post 1995,Boiler (old - 12 - 15yrs old),5783,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Post 1995,Boiler (average - 5-10yrs old),4819,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Post 1995,Boiler (new - less than 5 yrs old),4337,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,LPG,Post 1995,Boiler (Condensing),3943,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,1930 - 1995,Boiler (wood chip/pellets),1065,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,1930 - 1995,Stove,3085,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,Pre 1930,Boiler (wood chip/pellets),1396,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,Pre 1930,Stove,3415,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,Post 1995,Boiler (wood chip/pellets),672,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Biomass,Post 1995,Stove,2691,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,1930 - 1995,Boiler - manual feed,15366,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,1930 - 1995,Boiler automatic (gravity) feed,14085,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,1930 - 1995,Open fires,24734,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,1930 - 1995,Closed room heaters,14206,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Pre 1930,Boiler - manual feed,20129,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Pre 1930,Boiler automatic (gravity) feed,18451,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Pre 1930,Open fires,32921,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Pre 1930,Closed room heaters,18573,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Post 1995,Boiler - manual feed,9690,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Post 1995,Boiler automatic (gravity) feed,8882,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Post 1995,Open fires,14978,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Coal,Post 1995,Closed room heaters,9003,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,1930 - 1995,Modern storage heaters (slim line),15015,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,1930 - 1995,old storage heaters (large volume),15015,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),12892,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Pre 1930,Modern storage heaters (slim line),19731,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Pre 1930,old storage heaters (large volume),19731,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),16568,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Post 1995,Modern storage heaters (slim line),9444,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Post 1995,old storage heaters (large volume),9444,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Electricity,Post 1995,room heaters (convector panel or radiant heaters),8313,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),8191,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Boiler (average - 5-10yrs old),6826,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),6301,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Room Heaters,9246,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Warm Air,7021,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Back boiler,7561,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,1930 - 1995,Boiler (Condensing),5585,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),10535,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Boiler (average - 5-10yrs old),8779,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Boiler (new - less than 5 yrs old),8104,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Room Heaters,11671,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Warm Air,9030,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Back boiler,9725,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Pre 1930,Boiler (Condensing),7183,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Boiler (old - 12 - 15yrs old),5270,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Boiler (average - 5-10yrs old),4392,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Boiler (new - less than 5 yrs old),4054,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Room Heaters,6225,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Warm Air,4517,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Back boiler,4865,kgCO2/year,defra/BRE/dgen 2007,
Detached House,4,Gas,Post 1995,Boiler (Condensing),3593,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),10767,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Boiler (average - 5-10yrs old),8748,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),8234,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Room Heaters,13082,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Boiler (Condensing),7776,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,1930 - 1995,Warm Air,9998,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),13835,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Boiler (average - 5-10yrs old),11241,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Boiler (new - less than 5 yrs old),10580,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Room Heaters,16707,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Boiler (Condensing),9992,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Pre 1930,Warm Air,12847,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Boiler (old - 12 - 15yrs old),6938,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Boiler (average - 5-10yrs old),5637,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Boiler (new - less than 5 yrs old),5306,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Room Heaters,8556,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Boiler (Condensing),5011,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Oil,Post 1995,Warm Air,6442,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),10112,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,1930 - 1995,Boiler (average - 5-10yrs old),8426,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),7584,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,1930 - 1995,Boiler (Condensing),6894,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),13006,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Pre 1930,Boiler (average - 5-10yrs old),10838,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Pre 1930,Boiler (new - less than 5 yrs old),9754,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Pre 1930,Boiler (Condensing),8868,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Post 1995,Boiler (old - 12 - 15yrs old),6506,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Post 1995,Boiler (average - 5-10yrs old),5422,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Post 1995,Boiler (new - less than 5 yrs old),4880,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,LPG,Post 1995,Boiler (Condensing),4436,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,1930 - 1995,Boiler (wood chip/pellets),1198,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,1930 - 1995,Stove,3470,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,Pre 1930,Boiler (wood chip/pellets),1570,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,Pre 1930,Stove,3842,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,Post 1995,Boiler (wood chip/pellets),756,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Biomass,Post 1995,Stove,3028,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,1930 - 1995,Modern storage heaters (slim line),16892,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,1930 - 1995,old storage heaters (large volume),16892,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),14504,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Pre 1930,Modern storage heaters (slim line),22197,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Pre 1930,old storage heaters (large volume),22197,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),18639,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Post 1995,Modern storage heaters (slim line),10625,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Post 1995,old storage heaters (large volume),10625,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Electricity,Post 1995,room heaters (convector panel or radiant heaters),9352,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,1930 - 1995,Boiler - manual feed,17287,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,1930 - 1995,Boiler automatic (gravity) feed,15846,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,1930 - 1995,Open fires,27826,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,1930 - 1995,Closed room heaters,15982,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Pre 1930,Boiler - manual feed,22645,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Pre 1930,Boiler automatic (gravity) feed,20758,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Pre 1930,Open fires,37035,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Pre 1930,Closed room heaters,20894,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Post 1995,Boiler - manual feed,10901,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Post 1995,Boiler automatic (gravity) feed,9993,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Post 1995,Open fires,16851,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Coal,Post 1995,Closed room heaters,10129,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),9215,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),7679,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),7088,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Room Heaters,10402,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Warm Air,7899,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Back boiler,8506,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,1930 - 1995,Boiler (Condensing),6283,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),11852,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Boiler (average - 5-10yrs old),9877,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),9117,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Room Heaters,13130,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Warm Air,10159,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Back boiler,10941,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Pre 1930,Boiler (Condensing),8081,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),5929,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Boiler (average - 5-10yrs old),4941,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Boiler (new - less than 5 yrs old),4561,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Room Heaters,7003,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Warm Air,5082,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Back boiler,5473,kgCO2/year,defra/BRE/dgen 2007,
Detached House,5,Gas,Post 1995,Boiler (Condensing),4043,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Boiler (old - 12 - 15yrs old),11963,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Boiler (average - 5-10yrs old),9720,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Boiler (new - less than 5 yrs old),9148,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Room Heaters,14535,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Boiler (Condensing),8640,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,1930 - 1995,Warm Air,11109,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Boiler (old - 12 - 15yrs old),15372,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Boiler (average - 5-10yrs old),12489,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Boiler (new - less than 5 yrs old),11755,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Room Heaters,18563,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Boiler (Condensing),11102,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Pre 1930,Warm Air,14274,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Boiler (old - 12 - 15yrs old),7709,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Boiler (average - 5-10yrs old),6263,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Boiler (new - less than 5 yrs old),5895,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Room Heaters,9507,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Boiler (Condensing),5567,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Oil,Post 1995,Warm Air,7158,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,1930 - 1995,Boiler (old - 12 - 15yrs old),11235,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,1930 - 1995,Boiler (average - 5-10yrs old),9363,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,1930 - 1995,Boiler (new - less than 5 yrs old),8426,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,1930 - 1995,Boiler (Condensing),7660,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Pre 1930,Boiler (old - 12 - 15yrs old),14451,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Pre 1930,Boiler (average - 5-10yrs old),12042,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Pre 1930,Boiler (new - less than 5 yrs old),10838,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Pre 1930,Boiler (Condensing),9853,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Post 1995,Boiler (old - 12 - 15yrs old),7229,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Post 1995,Boiler (average - 5-10yrs old),6024,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Post 1995,Boiler (new - less than 5 yrs old),5422,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,LPG,Post 1995,Boiler (Condensing),4929,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,1930 - 1995,Boiler (wood chip/pellets),1332,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,1930 - 1995,Stove,3856,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,Pre 1930,Boiler (wood chip/pellets),1744,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,Pre 1930,Stove,4269,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,Post 1995,Boiler (wood chip/pellets),840,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Biomass,Post 1995,Stove,3364,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,1930 - 1995,Modern storage heaters (slim line),18769,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,1930 - 1995,old storage heaters (large volume),18769,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,1930 - 1995,room heaters (convector panel or radiant heaters),16115,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Pre 1930,Modern storage heaters (slim line),24663,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Pre 1930,old storage heaters (large volume),24663,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Pre 1930,room heaters (convector panel or radiant heaters),20710,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Post 1995,Modern storage heaters (slim line),11805,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Post 1995,old storage heaters (large volume),11805,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Electricity,Post 1995,room heaters (convector panel or radiant heaters),10391,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,1930 - 1995,Boiler - manual feed,19207,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,1930 - 1995,Boiler automatic (gravity) feed,17607,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,1930 - 1995,Open fires,30918,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,1930 - 1995,Closed room heaters,17758,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Pre 1930,Boiler - manual feed,25161,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Pre 1930,Boiler automatic (gravity) feed,23064,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Pre 1930,Open fires,41151,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Pre 1930,Closed room heaters,23216,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Post 1995,Boiler - manual feed,12112,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Post 1995,Boiler automatic (gravity) feed,11102,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Post 1995,Open fires,18722,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Coal,Post 1995,Closed room heaters,11254,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Boiler (old - 12 - 15yrs old),10239,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Boiler (average - 5-10yrs old),8532,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Boiler (new - less than 5 yrs old),7876,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Room Heaters,11558,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Warm Air,8776,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Back boiler,9451,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,1930 - 1995,Boiler (Condensing),6981,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Boiler (old - 12 - 15yrs old),13169,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Boiler (average - 5-10yrs old),10974,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Boiler (new - less than 5 yrs old),10130,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Room Heaters,14589,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Warm Air,11288,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Back boiler,12156,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Pre 1930,Boiler (Condensing),8979,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Post 1995,Boiler (old - 12 - 15yrs old),6588,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Post 1995,Boiler (average - 5-10yrs old),5490,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Post 1995,Boiler (new - less than 5 yrs old),5068,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Post 1995,Room Heaters,7781,kgCO2/year,defra/BRE/dgen 2007,
Detached House,more than 5,Gas,Post 1995,Warm Air,5647,kgCO2/year,defra/BRE/dgen 2007,
